rom,planner,debug-threshold,frameskip,seed,use-minimal-action-set,episodes,max-execution-length,fixed-action-sequence,features,frames-background-image,initial-noops,execute-single-action,caching,prefix-length-to-execute,simulator-budget,time-budget,alpha,discount,max-rep,nodes-threshold,novelty-subtables,random-actions,use-alpha-to-update-reward-for-death,max-depth,break-ties-using-rewards,score,frames,decisions,simulator-calls,max-simulator-calls,total-time,simulator-time,sum-expanded,sum-height,random-decisions
qbert,rollout,0,15,12068,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,1400,3315,221,23541,209,185.752,92.7039,13205,16531,6
qbert,bfs,0,15,30130,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,5725,4095,273,1100408,6804,8619.04,4529.34,50808,3458,67
qbert,rollout,0,15,2156,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,1575,3195,213,18713,221,143.28,74.5925,8947,13831,31
qbert,bfs,0,15,19598,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,725,1230,82,9529,163,82.252,37.8645,937,406,41
qbert,bfs,0,15,2759,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,24275,12675,845,6312697,13172,26463.5,15632.4,193909,11498,42
qbert,rollout,0,15,32710,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,1575,3555,237,15929,161,124.348,64.1763,6669,11233,8
qbert,bfs,0,15,24830,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,550,1875,125,6696,88,66.1,26.068,983,436,79
qbert,bfs,0,15,8838,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,475,1380,92,5190,78,48.652,20.1958,752,338,53
qbert,bfs,0,15,26847,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,21675,11445,763,3243061,7211,24411.3,12994.6,131710,8509,108
qbert,rollout,0,15,4989,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1575,3255,217,35517,281,289.172,142.22,16384,16456,27
qbert,rollout,0,15,25981,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,1825,3765,251,27084,230,216.74,108.94,12664,16670,24
qbert,rollout,0,15,25153,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,16350,12330,822,3154030,5912,26369.2,10691.3,429651,55660,6
qbert,rollout,0,15,22644,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1275,2790,186,24170,333,214.9,97.2599,12177,8017,66
qbert,bfs,0,15,7656,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,25800,14115,941,7718110,12713,30010.5,17848.1,257880,12923,88
qbert,rollout,0,15,24541,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,1350,3000,200,18747,201,153.968,75.2841,9412,10014,2
qbert,bfs,0,15,9036,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,350,1605,107,6355,90,55.948,24.2441,848,387,75
qbert,bfs,0,15,24957,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,250,1485,99,6119,97,52.66,22.4239,724,408,78
qbert,rollout,0,15,14475,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,1475,3375,225,729452,3835,7186.56,3057.95,86176,13772,5
qbert,bfs,0,15,27302,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,675,1335,89,5104,79,47.604,19.7161,713,324,58
qbert,bfs,0,15,20912,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,425,1530,102,11835,194,103.268,47.1679,1165,547,66
qbert,bfs,0,15,13497,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,5050,3855,257,1033702,6380,8106.47,4246.88,45426,3028,64
qbert,rollout,0,15,20284,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1925,3435,229,35551,301,312.236,151.621,17187,15849,12
qbert,rollout,0,15,23403,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,1600,3300,220,732049,3963,7050.4,2933.1,91593,14224,2
qbert,rollout,0,15,27556,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,10775,8670,578,2136185,4758,18577.5,7484.94,315831,43848,3
qbert,bfs,0,15,22560,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,400,1500,100,5676,84,53.364,21.5242,721,392,64
qbert,rollout,0,15,23375,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,5425,4980,332,36025,263,283.984,142.979,17233,23842,7
qbert,rollout,0,15,14551,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,6775,6075,405,37128,192,317.236,147.857,20069,20639,39
qbert,bfs,0,15,1122,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,700,1980,132,14584,170,133.984,58.8442,1523,689,94
qbert,bfs,0,15,5989,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,800,2385,159,8536,74,84.232,33.2596,1423,541,116
qbert,bfs,0,15,20190,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,725,1770,118,6410,82,63.536,25.0399,1059,414,83
qbert,rollout,0,15,6654,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1900,3195,213,30906,335,271.896,123.188,16648,12816,25
qbert,rollout,0,15,21742,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,2025,3975,265,17184,185,144.648,72.0364,7487,11720,9
qbert,rollout,0,15,25830,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,1900,3450,230,25594,234,200.5,104.08,12895,16985,26
qbert,bfs,0,15,14705,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,725,1605,107,11811,174,109.856,49.1721,1344,518,66
qbert,rollout,0,15,20413,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,1500,2790,186,17397,220,137.68,68.748,8061,8844,3
qbert,rollout,0,15,19999,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1600,3855,257,40767,340,354.18,166.003,22050,19643,43
qbert,bfs,0,15,8573,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,800,1755,117,6220,73,62.484,23.9082,867,417,77
qbert,bfs,0,15,25164,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,475,1755,117,13192,161,119.176,55,1399,572,74
qbert,bfs,0,15,20938,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,400,1320,88,5091,94,46.468,19.6519,688,321,55
qbert,rollout,0,15,30284,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,11750,9240,616,2281293,5310,19695.4,7924.16,294833,38480,10
montezuma_revenge,rollout,0,15,27796,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1530,102,11796,141,103.332,56.6199,5889,2546,102
montezuma_revenge,bfs,0,15,21469,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,945,63,226959,4341,1860.17,1088.37,13961,737,63
montezuma_revenge,rollout,0,15,6468,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1200,80,9991,157,81.132,45.084,4825,1803,80
montezuma_revenge,bfs,0,15,22734,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,930,62,3905,89,31.94,16.892,711,222,62
montezuma_revenge,rollout,0,15,3460,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,885,59,199045,3908,1706.35,969.067,19276,1463,59
montezuma_revenge,bfs,0,15,26583,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,1275,85,5395,88,44.804,23.5801,1076,304,85
montezuma_revenge,bfs,0,15,26999,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1425,95,11851,159,95.104,54.4158,1989,412,95
montezuma_revenge,rollout,0,15,11142,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,1260,84,318927,5138,2599.13,1461.25,30457,2088,84
montezuma_revenge,bfs,0,15,20486,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,3435,229,28656,167,231.624,131.316,4714,937,229
montezuma_revenge,rollout,0,15,13104,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,2160,144,18155,158,150.144,83.384,8782,3469,144
montezuma_revenge,rollout,0,15,7223,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,0,1125,75,2308,51,23.864,11.284,1410,1243,75
montezuma_revenge,rollout,0,15,30266,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,690,46,2827,91,24.6,12.768,1429,863,46
montezuma_revenge,bfs,0,15,26053,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,1185,79,4989,88,41.564,21.9,877,286,79
montezuma_revenge,bfs,0,15,28689,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,1560,104,6277,79,54.396,28.624,1220,354,104
montezuma_revenge,rollout,0,15,7924,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,0,1440,96,3073,65,31.108,14.408,2120,1775,96
montezuma_revenge,rollout,0,15,23658,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,720,48,2982,92,25.68,13.356,1547,880,48
montezuma_revenge,rollout,0,15,23099,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,795,53,158626,4056,1383.6,776.132,15839,1181,53
montezuma_revenge,bfs,0,15,7189,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,1050,70,268152,4746,2083.89,1234.93,15995,841,70
montezuma_revenge,rollout,0,15,10348,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,0,1215,81,2463,51,25.04,11.304,1559,1234,81
montezuma_revenge,rollout,0,15,23555,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,0,795,53,1841,77,17.112,8.19603,1172,1032,53
montezuma_revenge,bfs,0,15,25509,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,975,65,4066,88,33.204,17.596,759,229,65
montezuma_revenge,bfs,0,15,398,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,2025,135,8545,90,70.444,37.0081,1652,457,135
montezuma_revenge,bfs,0,15,23482,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,1950,130,8130,88,68.348,35.72,1464,442,130
montezuma_revenge,rollout,0,15,12227,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,1455,97,6171,86,54.472,28.348,4060,2320,97
montezuma_revenge,rollout,0,15,20297,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1440,96,11880,153,99.148,55.1601,6106,2258,96
montezuma_revenge,bfs,0,15,560,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,1635,109,6892,81,57.192,30.3599,1294,377,109
montezuma_revenge,bfs,0,15,12665,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,720,48,5754,152,46.804,26.544,961,225,48
montezuma_revenge,rollout,0,15,886,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,1665,111,7112,94,63.536,33.012,4507,2605,111
montezuma_revenge,bfs,0,15,3304,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1095,73,8720,148,69.864,39.916,1439,321,73
montezuma_revenge,bfs,0,15,2715,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,1785,119,433103,4799,3561.12,2092.85,25680,1518,119
montezuma_revenge,rollout,0,15,702,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,930,62,7567,163,62.228,34.908,3702,1456,62
montezuma_revenge,bfs,0,15,6603,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,0,1470,98,12253,155,98.32,56.2201,2161,420,98
montezuma_revenge,rollout,0,15,29857,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,915,61,211479,4087,1744.01,980.393,20172,1433,61
montezuma_revenge,bfs,0,15,32400,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,2175,145,8969,90,76.94,41.0082,1706,481,145
montezuma_revenge,rollout,0,15,31961,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,0,945,63,1990,67,20.172,9.64799,1298,1114,63
montezuma_revenge,bfs,0,15,1711,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,4065,271,17122,94,143.812,75.764,3340,883,271
montezuma_revenge,bfs,0,15,32073,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,990,66,228427,4488,1829.95,1082.51,13759,740,66
montezuma_revenge,rollout,0,15,27580,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,750,50,2930,81,26.404,13.636,1370,827,50
montezuma_revenge,bfs,0,15,7387,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,660,44,151827,5097,1189.35,708.174,9215,505,44
montezuma_revenge,rollout,0,15,6688,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,0,2070,138,540829,4369,4293.56,2486.13,48212,3127,138
asterix,bfs,0,15,11319,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,900,975,65,7982,182,52.116,24.144,1961,201,41
asterix,rollout,0,15,26902,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,66500,18000,1200,6240048,7364,38090.1,16461.3,1123927,57581,14
asterix,bfs,0,15,19345,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,500,810,54,3465,92,23.644,10.004,1020,148,42
asterix,bfs,0,15,3984,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1900,2100,140,20828,196,129.18,62.7241,4957,475,78
asterix,bfs,0,15,16074,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,1450,1830,122,8515,100,59.972,24.7399,2795,343,77
asterix,rollout,0,15,8159,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,46100,18000,1200,210761,255,1401.44,653.43,137830,53098,22
asterix,bfs,0,15,29140,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,252000,18000,1200,5759245,7270,37883.8,15409.3,448362,7327,20
asterix,rollout,0,15,24474,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,75000,18000,1200,5895397,6893,38090.9,15756.7,1120510,58160,14
asterix,bfs,0,15,32505,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,750,1170,78,5570,105,37.388,16.596,1718,228,59
asterix,rollout,0,15,7137,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,71500,18000,1200,6293703,8214,38073.2,16031.5,1125984,54379,14
asterix,bfs,0,15,11583,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,1650,1860,124,8418,110,61.212,24.7281,2887,343,72
asterix,bfs,0,15,4971,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,750,1170,78,10447,193,65.076,31.516,2492,247,46
asterix,rollout,0,15,13287,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,47300,18000,1200,121438,179,796.744,379.553,72723,45989,14
asterix,rollout,0,15,2276,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,40900,18000,1200,125715,172,795.76,383.985,74518,47800,14
asterix,rollout,0,15,3188,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,46900,18000,1200,74587,143,501.64,234.605,38431,41801,15
asterix,bfs,0,15,17527,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1150,1380,92,11813,191,76.616,36.4681,2907,282,56
asterix,rollout,0,15,30374,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,47300,18000,1200,123308,181,807.92,380.602,73052,48803,15
asterix,bfs,0,15,10783,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,2200,2550,170,12473,104,84.296,37.328,4047,500,114
asterix,rollout,0,15,17652,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,50900,18000,1200,79477,178,532.696,260.299,37687,47539,16
asterix,bfs,0,15,20774,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,1300,1875,125,9050,96,62.308,27.1599,2950,369,90
asterix,rollout,0,15,3250,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,48900,18000,1200,119878,163,800.536,370.073,72281,46384,14
asterix,rollout,0,15,17757,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,57000,18000,1200,202052,253,1389.98,623.602,135896,48954,14
asterix,bfs,0,15,1406,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,1200,1545,103,7081,95,51.6,21.2039,2404,301,66
asterix,rollout,0,15,26059,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,48100,18000,1200,216612,289,1403.51,666.412,142548,54290,15
asterix,rollout,0,15,758,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,55500,18000,1200,6356664,7475,38097.9,16707,1110034,58182,14
asterix,bfs,0,15,23471,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,266500,18000,1200,8323799,12578,37931.7,15651.8,572127,8086,16
asterix,bfs,0,15,27625,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,1800,1995,133,19358,194,122.296,59.184,4692,427,70
asterix,bfs,0,15,2415,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,261500,18000,1200,5758874,7103,37933.4,15263.8,451715,7243,17
asterix,rollout,0,15,26609,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,55500,18000,1200,202779,277,1399.96,626.983,134167,50151,14
asterix,rollout,0,15,24233,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,62000,18000,1200,6480198,8378,38082.4,16341.9,1117339,56456,14
asterix,rollout,0,15,8343,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,48100,18000,1200,71451,129,502.368,232.457,37129,39567,22
asterix,bfs,0,15,17377,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,1600,2145,143,10382,90,70.836,31.204,3581,411,93
asterix,rollout,0,15,9844,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,44500,18000,1200,125253,170,800.96,384.55,74266,48164,14
asterix,bfs,0,15,13824,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,800,915,61,4141,91,29.684,12.384,1326,184,38
asterix,rollout,0,15,15433,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,50900,18000,1200,69276,134,487.984,217.524,37447,38785,14
asterix,bfs,0,15,5251,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,267000,18000,1200,8324735,12021,37727.3,15630.9,564519,8165,25
asterix,bfs,0,15,10860,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,265500,18000,1200,5555544,7569,37805.6,15566.2,441257,7248,23
asterix,bfs,0,15,24499,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,900,1365,91,6640,96,44.628,19.856,2107,271,68
asterix,rollout,0,15,12474,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,48900,18000,1200,73460,146,505.564,230.657,37816,41429,23
asterix,rollout,0,15,4888,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,50500,18000,1200,208530,268,1398.74,644.738,138052,50917,14
private_eye,bfs,0,15,18799,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,-1000,10395,693,1266869,2520,22094.7,6334.52,154488,4368,657
private_eye,rollout,0,15,10949,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,14600,10770,718,1299209,2861,22944,5807.73,372635,35629,596
private_eye,bfs,0,15,5596,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,100,10755,717,21158,75,382.744,91.2609,7313,2151,716
private_eye,bfs,0,15,14399,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,100,10755,717,24088,64,382.252,101.495,8416,2148,715
private_eye,bfs,0,15,18574,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,-1000,10620,708,1131163,2479,22580.7,5574.89,138967,4305,705
private_eye,rollout,0,15,25865,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,-227,10440,696,31777,176,608.46,168.049,27039,31507,608
private_eye,bfs,0,15,17103,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,-116,10545,703,1511377,3076,22407.5,7868.51,155406,4704,673
private_eye,rollout,0,15,11003,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,-1000,10785,719,35631,149,688.292,185.059,32720,31150,638
private_eye,rollout,0,15,20287,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,198,10635,709,1272263,2645,22654.5,5503.32,532903,45710,653
private_eye,rollout,0,15,24424,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,100,10785,719,34278,167,630.236,179.108,29585,28459,627
private_eye,rollout,0,15,11716,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10635,709,47934,145,911.692,245.691,44252,29921,665
private_eye,bfs,0,15,9825,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10500,700,65635,137,717.268,221.96,15701,2598,698
private_eye,bfs,0,15,7945,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,1,10530,702,27496,71,373.888,118.143,8330,2112,690
private_eye,bfs,0,15,26830,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10530,702,39344,114,728.508,206.406,10146,2181,700
private_eye,bfs,0,15,5464,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,0,10455,697,21016,56,374.292,104.62,7665,2088,697
private_eye,rollout,0,15,13310,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10590,706,50734,159,873.016,265.836,44273,27232,682
private_eye,rollout,0,15,16923,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,100,10695,713,29413,151,520.624,150.859,26172,27616,637
private_eye,bfs,0,15,22327,0,1,18000,"none",3,100,30,1,1,0,150000,32,1,1,30,50000,0,1,0,1500,1,184,10785,719,1379767,2657,22927,7546.92,151371,4646,696
private_eye,rollout,0,15,32308,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,100,10635,709,33610,154,613.56,178.135,30063,28507,662
private_eye,bfs,0,15,28182,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,-937,10650,710,20229,46,381.764,99.4355,7126,2127,687
private_eye,bfs,0,15,11968,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,1,1,0,1500,1,0,10755,717,24532,66,381.532,103.576,8576,2149,717
private_eye,rollout,0,15,3501,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,-1000,10380,692,55639,267,1178.94,292.413,49191,42763,517
private_eye,bfs,0,15,1417,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10620,708,39631,114,734.18,201.922,10676,2164,706
private_eye,rollout,0,15,27438,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,1,1,30,50000,0,1,0,1500,1,-1000,10530,702,56328,292,928.544,282.668,44509,50677,501
private_eye,rollout,0,15,28787,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,1,1,30,50000,0,1,0,1500,1,100,10575,705,30022,150,490.624,154.604,23870,27479,609
private_eye,rollout,0,15,10942,0,1,18000,"none",3,100,30,1,1,0,150000,1,1,1,30,50000,0,1,0,1500,1,100,10560,704,52268,179,891.896,271.668,46078,30259,646
