rom,planner,debug-threshold,frameskip,seed,use-minimal-action-set,episodes,max-execution-length,fixed-action-sequence,features,frames-background-image,initial-noops,execute-single-action,caching,prefix-length-to-execute,simulator-budget,time-budget,alpha,discount,max-rep,nodes-threshold,novelty-subtables,random-actions,use-alpha-to-update-reward-for-death,max-depth,break-ties-using-rewards,score,frames,decisions,simulator-calls,max-simulator-calls,total-time,simulator-time,sum-expanded,sum-height,random-decisions
qbert,rollout,0,15,31915,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,19050,18000,1200,62682,159,575.3,254.818,33705,46686,0
qbert,rollout,0,15,3919,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,5275,5265,351,79823,286,347.648,325.805,14450,7972,0
qbert,bfs,0,15,28039,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,31450,18000,1200,5344377,7033,38439,21736,197853,13465,0
qbert,bfs,0,15,17258,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,475,1605,107,14319,213,109.168,56.9321,1050,475,0
qbert,rollout,0,15,26777,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,11575,13035,869,47933,153,444.212,191.694,28536,37091,0
qbert,bfs,0,15,28987,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,725,1830,122,15591,179,123.96,62.8762,1199,535,0
qbert,bfs,0,15,12417,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,29100,18000,1200,5341646,6952,38442.4,21554.5,199731,14021,0
qbert,rollout,0,15,6714,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,17500,16515,1101,77434,190,807.784,309.232,43568,47978,0
qbert,rollout,0,15,22650,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,23425,18000,1200,8091627,11136,37245.2,35062.4,561867,63650,0
qbert,bfs,0,15,26830,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,1300,2505,167,20945,175,171.664,84.1079,1761,694,0
qbert,rollout,0,15,12254,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,5225,5190,346,29115,144,127.916,119.572,19445,23352,0
qbert,bfs,0,15,18248,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,32200,18000,1200,5293864,6869,38479.1,21548.1,203694,13323,0
qbert,rollout,0,15,2196,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,1075,2910,194,16028,145,68.208,63.868,8614,9313,0
qbert,rollout,0,15,2008,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,15325,14400,960,46560,191,484.916,184.332,25800,35392,0
qbert,rollout,0,15,4713,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,3000,8160,544,26163,156,247.636,106.216,15616,19148,0
qbert,bfs,0,15,20421,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,28150,18000,1200,5121836,6881,38474.7,21003.2,211768,12805,0
qbert,bfs,0,15,20020,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,28875,18000,1200,5273101,6846,38282.5,21296,194996,14020,0
qbert,bfs,0,15,598,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,29550,18000,1200,5364920,7016,38457.6,21355.2,201535,14108,0
qbert,rollout,0,15,19367,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,22575,18000,1200,7845643,10498,36271.4,34155.5,549604,66120,0
qbert,rollout,0,15,5369,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,21800,18000,1200,8505041,13433,38378.1,36105.8,620279,78508,0
qbert,rollout,0,15,30343,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,21825,18000,1200,147954,252,1454.78,599.286,89563,65436,0
qbert,bfs,0,15,29469,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,4325,2190,146,17488,173,151.264,68.8515,1508,594,0
qbert,rollout,0,15,10120,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,21575,18000,1200,90850,180,878.62,362.518,53813,58632,0
qbert,rollout,0,15,24593,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,26325,18000,1200,3671417,3694,38267.7,15434.4,840035,124456,0
qbert,rollout,0,15,480,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,11100,12045,803,38649,180,427.3,161.219,22628,29396,0
qbert,rollout,0,15,21736,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,22025,18000,1200,146371,250,1377.49,573.154,70841,49029,0
qbert,rollout,0,15,14518,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,5825,5940,396,29811,208,281.896,121.777,15967,25610,0
qbert,rollout,0,15,25785,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,21725,18000,1200,91875,176,973.544,371.813,61591,69003,0
qbert,bfs,0,15,405,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,29350,18000,1200,5356487,6883,38441.8,21435.5,199113,13913,0
qbert,rollout,0,15,5583,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,23725,15135,1009,132882,343,573.072,536.53,42980,36387,0
qbert,rollout,0,15,31173,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,1600,4095,273,19430,155,201.788,79.8045,12222,13782,0
qbert,rollout,0,15,22339,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,26275,18000,1200,3802308,3803,38670.1,15611.5,1002649,145215,0
qbert,rollout,0,15,26455,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,21125,16380,1092,77390,154,734.784,309.108,41717,40673,0
qbert,rollout,0,15,1500,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,6375,8460,564,139258,343,591.504,552.801,35845,25405,0
qbert,rollout,0,15,27955,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,27275,18000,1200,3601751,3712,38129.2,15229.5,899205,142592,0
qbert,rollout,0,15,15590,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,11425,10680,712,86217,281,900.636,352.83,48208,39357,0
qbert,rollout,0,15,7819,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,9925,8610,574,33051,141,339.02,134.304,20309,28688,0
qbert,bfs,0,15,32564,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,800,1920,128,16209,168,129.884,64.4081,1437,538,0
qbert,bfs,0,15,940,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,30375,18000,1200,5233776,6716,38407.8,21476.9,195089,13562,0
qbert,bfs,0,15,14265,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,27925,18000,1200,5171001,6755,38477.4,21269.7,203167,13286,0
qbert,rollout,0,15,7117,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,6075,6150,410,52130,307,224.196,209.376,24572,20740,0
qbert,rollout,0,15,7912,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,10075,7665,511,70795,271,300.432,281.248,30609,29475,0
qbert,rollout,0,15,30930,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,21375,17445,1163,137766,236,1396.36,580.29,74340,54140,0
qbert,rollout,0,15,30054,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,5975,5325,355,87043,310,372.068,348.188,24690,18437,0
qbert,rollout,0,15,23730,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,19450,17250,1150,80173,186,848.008,322.562,43678,43996,0
qbert,bfs,0,15,25692,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,700,1500,100,13873,219,102.228,53.9885,1011,470,0
qbert,rollout,0,15,9764,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,5825,5730,382,32950,177,141.436,132.356,17694,22437,0
qbert,rollout,0,15,12020,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,26500,18000,1200,3725538,3675,38136.3,15307.7,830259,123847,0
qbert,rollout,0,15,18226,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,26925,18000,1200,3648942,3756,38233.2,15761.3,828757,125521,0
qbert,rollout,0,15,22241,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,13875,12750,850,64026,199,614.776,254.258,37955,40159,0
qbert,rollout,0,15,25059,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,92750,18000,1200,3645611,3598,38721,15001.6,1188557,156982,0
qbert,rollout,0,15,1008,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,21275,18000,1200,83980,157,791.372,333.141,43387,40805,0
qbert,bfs,0,15,13476,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,1475,3135,209,24098,167,214.352,100.632,2122,807,0
qbert,bfs,0,15,29107,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,26100,18000,1200,8368497,12165,38462.6,21851.1,295779,15613,0
qbert,rollout,0,15,13013,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,20875,18000,1200,144712,273,1551.54,597.408,88565,66271,0
qbert,rollout,0,15,9225,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,16150,13230,882,44577,165,476.188,179.633,25066,33191,0
qbert,rollout,0,15,25541,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,15950,12930,862,64665,151,280.18,261.688,25133,27562,0
qbert,rollout,0,15,25005,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,21075,18000,1200,153855,277,1564.16,616.531,97825,81359,0
qbert,rollout,0,15,14561,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,5475,5010,334,79024,287,345.464,323.901,23035,17524,0
qbert,rollout,0,15,1441,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,21650,18000,1200,155787,273,1472.34,618.176,88588,70006,0
qbert,rollout,0,15,24601,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,25750,18000,1200,290354,382,1269.08,1188.75,68232,48486,0
qbert,rollout,0,15,24320,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,5200,5340,356,26435,147,112.616,105.088,10272,9558,0
qbert,rollout,0,15,7171,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,6875,6735,449,58114,235,243.976,227.736,17337,14365,0
qbert,rollout,0,15,4243,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,26525,18000,1200,3691561,3768,38289.4,15444.1,931104,136732,0
qbert,rollout,0,15,29236,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,19975,14235,949,6550573,9084,29268.2,27518.6,450170,38054,0
qbert,rollout,0,15,31248,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,13850,16380,1092,56790,188,541.068,226.889,32218,39547,0
qbert,rollout,0,15,12863,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,6225,7920,528,28224,179,276.4,114.44,17870,23482,0
qbert,bfs,0,15,28075,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,750,1785,119,16501,190,121.116,64.3361,1320,525,0
qbert,rollout,0,15,2298,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,28925,18000,1200,5795802,7098,37826.2,15382.1,1090796,141280,0
qbert,rollout,0,15,22418,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,2000,4800,320,24860,149,229.22,99.7357,15742,17934,0
qbert,rollout,0,15,19583,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,7600,8670,578,76641,256,706.264,312.109,43612,31491,0
qbert,rollout,0,15,3748,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,20725,18000,1200,154149,265,1594.09,621.35,104017,83968,0
qbert,bfs,0,15,5770,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,675,1740,116,16090,223,118.456,63.0839,1141,529,0
qbert,rollout,0,15,14415,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,21400,18000,1200,140397,241,1509.85,568.61,89452,66398,0
qbert,rollout,0,15,4004,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,10525,9855,657,48767,171,514.156,193.319,33148,34173,0
qbert,bfs,0,15,2185,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,625,1695,113,15527,179,114.424,61.3039,1113,512,0
qbert,rollout,0,15,9887,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,9700,7050,470,60689,217,263.732,246.396,29812,27608,0
qbert,rollout,0,15,22779,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,27350,18000,1200,3727420,3654,38269.8,15473.2,817808,125288,0
qbert,rollout,0,15,24173,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,27275,18000,1200,3639031,3643,37914.6,14998.4,903890,133487,0
montezuma_revenge,bfs,0,15,8035,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,615,41,5639,202,40.008,24.5639,815,188,0
montezuma_revenge,rollout,0,15,19478,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,400,18000,1200,157539,172,1336.17,701.722,78219,29975,0
montezuma_revenge,bfs,0,15,20161,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,400,2040,136,527605,5167,4076.65,2479.03,23531,1357,0
montezuma_revenge,rollout,0,15,25233,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,50720,76,438.008,235.129,26445,23684,0
montezuma_revenge,rollout,0,15,29740,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,160082,166,1312,754.237,73711,25106,0
montezuma_revenge,bfs,0,15,23306,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,930,62,7724,158,60.2,36.0599,1103,258,0
montezuma_revenge,bfs,0,15,26075,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,2600,16410,1094,4713903,6359,34840,20751.8,186378,11479,0
montezuma_revenge,rollout,0,15,13662,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,2500,18000,1200,4545108,4314,38486.2,21342.5,438936,31544,0
montezuma_revenge,rollout,0,15,5003,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,88719,105,726.904,410.753,46664,25123,0
montezuma_revenge,bfs,0,15,12059,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,1095,73,9655,164,72.804,44.216,1396,309,0
montezuma_revenge,rollout,0,15,732,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,500,18000,1200,4787973,4858,38441.4,22242.3,435177,27134,0
montezuma_revenge,rollout,0,15,10314,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,18000,1200,167059,169,1306.7,754.634,73330,23543,0
montezuma_revenge,bfs,0,15,16985,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,1065,71,9614,181,70.556,43.9883,1350,311,0
montezuma_revenge,bfs,0,15,20723,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,675,45,5879,184,43.44,27.48,654,207,0
montezuma_revenge,rollout,0,15,4692,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,159705,179,1313.4,763.239,71073,24722,0
montezuma_revenge,rollout,0,15,7016,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,48023,67,424.02,224.521,24884,20471,0
montezuma_revenge,rollout,0,15,16362,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,85777,100,726.12,406.315,44527,23474,0
montezuma_revenge,rollout,0,15,20920,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,2880,192,39358,235,191.476,180.184,7447,1966,0
montezuma_revenge,rollout,0,15,25591,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,100,13965,931,38132,81,331.192,176.438,19680,16697,0
montezuma_revenge,bfs,0,15,22869,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,2500,8775,585,2501024,5319,18562.7,11836,102608,5944,0
montezuma_revenge,rollout,0,15,23637,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,162195,184,1310.18,746.545,74651,24289,0
montezuma_revenge,rollout,0,15,12090,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,83788,98,730.06,409.943,44461,23987,0
montezuma_revenge,bfs,0,15,15237,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,900,60,7797,165,57.28,35.452,974,254,0
montezuma_revenge,rollout,0,15,398,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,2310,154,31153,240,154.048,145.048,5901,1716,0
montezuma_revenge,rollout,0,15,7449,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,2500,18000,1200,4818005,4677,38480.2,21777.7,462797,28234,0
montezuma_revenge,rollout,0,15,30535,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,1665,111,21800,226,109.972,103.424,4279,1273,0
montezuma_revenge,rollout,0,15,28562,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,0,975,65,3634,74,17.184,15.988,1173,852,0
montezuma_revenge,rollout,0,15,20221,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,1665,111,21482,244,109.64,103.684,4143,1401,0
montezuma_revenge,bfs,0,15,32345,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,2500,16965,1131,4990450,6045,35967.3,21269.3,201079,12000,0
montezuma_revenge,rollout,0,15,15591,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,5640,376,2221181,6860,11351.9,10769.7,147151,5209,0
montezuma_revenge,rollout,0,15,13978,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,49405,69,424.364,229.486,25489,20775,0
montezuma_revenge,rollout,0,15,6193,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,0,1425,95,4819,61,25.56,23.544,1724,1030,0
montezuma_revenge,bfs,0,15,20155,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,0,2535,169,773675,5577,5198.59,3532.77,31267,1785,0
montezuma_revenge,bfs,0,15,12230,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,9030,602,2725066,5760,19044.5,12511.4,111216,6057,0
montezuma_revenge,rollout,0,15,29058,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,88094,112,723.944,408.697,45775,25080,0
montezuma_revenge,rollout,0,15,1207,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,0,0,1,1500,1,0,18000,1200,50723,75,428.248,230.29,25777,21587,0
montezuma_revenge,rollout,0,15,27207,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,50042,87,435.996,233.366,26235,22445,0
montezuma_revenge,rollout,0,15,25710,0,1,18000,"none",3,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,49307,65,428.68,229.759,25817,20939,0
montezuma_revenge,rollout,0,15,939,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,0,1785,119,6447,65,32.168,29.86,2229,1308,0
montezuma_revenge,rollout,0,15,5348,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,18000,1200,7882101,9536,37262,35217.7,496536,17042,0
montezuma_revenge,rollout,0,15,21919,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,13335,889,5567601,8390,27323.4,25851.3,356155,12369,0
montezuma_revenge,rollout,0,15,25591,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,0,765,51,5389,138,24.988,23.432,1286,691,0
montezuma_revenge,rollout,0,15,1939,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,2500,15000,1000,4044674,4576,31992.7,18400.7,391375,22965,0
montezuma_revenge,rollout,0,15,16691,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,88822,108,725.836,411.789,45639,24791,0
montezuma_revenge,rollout,0,15,30756,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,0,1395,93,9625,124,46.828,43.972,2433,993,0
montezuma_revenge,rollout,0,15,9169,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,100,18000,1200,159127,168,1313.56,756.522,70122,24206,0
montezuma_revenge,rollout,0,15,20847,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,18000,1200,161690,175,1302.61,744.358,73443,23215,0
montezuma_revenge,bfs,0,15,18164,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,1770,118,15735,175,118.696,72.0203,2191,466,0
montezuma_revenge,rollout,0,15,14410,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,18000,1200,4569796,4460,38470.2,21795.9,423550,26203,0
montezuma_revenge,rollout,0,15,25225,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,0,720,48,4811,121,23.568,21.9,1144,617,0
montezuma_revenge,rollout,0,15,6020,0,1,18000,"none",1,100,30,1,1,0,150000,0.25,50000,1,30,50000,1,0,1,1500,1,0,1200,80,4419,70,21.476,19.912,1462,961,0
montezuma_revenge,rollout,0,15,23523,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,0,1905,127,505858,4713,3977.32,2363.63,54241,4337,0
montezuma_revenge,rollout,0,15,11290,0,1,18000,"none",1,100,30,1,1,0,150000,0.5,50000,1,30,50000,1,0,1,1500,1,0,855,57,5781,117,28.4,26.66,1264,709,0
montezuma_revenge,rollout,0,15,7816,0,1,18000,"none",3,100,30,1,1,0,150000,0.5,50000,1,30,50000,0,0,1,1500,1,100,18000,1200,88083,103,722.42,405.755,46249,23656,0
montezuma_revenge,rollout,0,15,16404,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,400,18000,1200,155978,178,1303.68,709.377,69793,22717,0
montezuma_revenge,bfs,0,15,2508,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,0,8745,583,2683589,5688,18457.7,12531.2,107846,5825,0
montezuma_revenge,bfs,0,15,13874,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,885,59,7581,165,58.548,35.792,1041,258,0
montezuma_revenge,rollout,0,15,26534,0,1,18000,"none",1,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,1290,86,16953,219,84.912,80.0801,3071,1038,0
montezuma_revenge,bfs,0,15,27022,0,1,18000,"none",3,100,30,1,1,0,150000,32,50000,1,30,50000,0,0,1,1500,1,2500,6405,427,1748950,5901,13455.1,7584.97,77524,4210,0
montezuma_revenge,rollout,0,15,9903,0,1,18000,"none",1,100,30,1,1,0,150000,32,50000,1,30,50000,1,0,1,1500,1,400,18000,1200,7668415,9057,37216.7,35167.7,482970,16535,0
montezuma_revenge,rollout,0,15,3162,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,7410,494,64575,154,533.868,310.038,28208,9754,0
montezuma_revenge,bfs,0,15,29465,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,885,59,7818,161,58.052,35.8721,996,263,0
montezuma_revenge,bfs,0,15,14081,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,0,0,1,1500,1,0,1035,69,9516,181,69.404,42.7198,1178,308,0
montezuma_revenge,rollout,0,15,2695,0,1,18000,"none",3,100,30,1,1,0,150000,1,50000,1,30,50000,1,0,1,1500,1,0,18000,1200,167388,174,1305.7,762.068,73247,23206,0
